,date,timestamp,event_auction_id,event_type,event_exchange,event_app_or_site,event_app_site_name,event_city,event_country,event_has_gps,event_creative_size,event_device_type,event_device_language,event_os,event_os_version,event_connection_type,event_device_model,event_device_make,event_has_ifa,win_price,win_price_loc,event_ias_cpm,longitude,latitude,event_hash_ifa,event_hash_ip,event_media_type,event_bidder_name,event_site_or_app_categories,event_zip_code,event_imp_multiplier,advertiser_id,creative_type,creative_size,line_id,schedule_start,schedule_end,line_updated_at,mediaplan_daily_budget,mediaplan_id,mediaplan_currency,deal_cpm,event_hash_geo_name,hash_deal_identifier,event_hash_branding_to_store
20307,2019-08-15,2019-08-15 14:50:37.726 UTC,3409_1565880609042086-130_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,2.614927707760407e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,24e91e93-27f6-4b64-ae20-49fd5c9482ef,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.684 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
20312,2019-08-15,2019-08-15 14:50:32.708 UTC,3409_1565880609042086-130_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,2.614927707760407e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,24e91e93-27f6-4b64-ae20-49fd5c9482ef,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.684 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
20773,2019-08-15,2019-08-15 15:35:22.989 UTC,3409_1565883304427083-49_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,-3.0658407239749857e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,24e91e93-27f6-4b64-ae20-49fd5c9482ef,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.684 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
20837,2019-08-15,2019-08-15 15:47:17.894 UTC,3409_1565883978695025-166_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,-9.253599566209466e+17,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,2f8925a5-3071-4439-a75a-b4ec513973f8,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.648 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
20844,2019-08-15,2019-08-15 15:47:58.233 UTC,3409_1565884054362048-1_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,7.893280586935904e+17,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,2f8925a5-3071-4439-a75a-b4ec513973f8,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.648 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
21043,2019-08-15,2019-08-15 16:19:52.632 UTC,3409_1565885983761010-178_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,-3.2578417141099853e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,2f8925a5-3071-4439-a75a-b4ec513973f8,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.648 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
21280,2019-08-15,2019-08-15 17:26:32.273 UTC,3409_1565889980603093-104_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,1.466378834474844e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,2f8925a5-3071-4439-a75a-b4ec513973f8,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.648 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
21792,2019-08-15,2019-08-15 19:14:56.592 UTC,3409_1565896482929072-94_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,-4.5299523815662906e+17,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,24e91e93-27f6-4b64-ae20-49fd5c9482ef,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.684 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
22513,2019-08-15,2019-08-15 21:05:27.333 UTC,3409_1565903104635088-49_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,-4.513869460256664e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,24e91e93-27f6-4b64-ae20-49fd5c9482ef,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.684 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
22635,2019-08-15,2019-08-15 21:15:49.218 UTC,3409_1565903731044088-27_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,-1.3561534993865426e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,2f8925a5-3071-4439-a75a-b4ec513973f8,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.648 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
22638,2019-08-15,2019-08-15 21:15:45.075 UTC,3409_1565903731044088-27_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,-1.3561534993865426e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,2f8925a5-3071-4439-a75a-b4ec513973f8,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.648 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
22665,2019-08-15,2019-08-15 21:19:55.721 UTC,3409_1565903983204051-94_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,1.3414524398005038e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,2f8925a5-3071-4439-a75a-b4ec513973f8,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.648 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
25051,2019-08-16,2019-08-16 06:09:34.324 UTC,3409_1565935759572038-32_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,-5.385192270113474e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,24e91e93-27f6-4b64-ae20-49fd5c9482ef,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.684 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
26368,2019-08-16,2019-08-16 09:34:00.326 UTC,3409_1565948024563025-27_1,click,stickyads,site,clm24.es,,ESP,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,8.373144840644906e+18,,,,,,d34351bd-1943-43b8-b6e8-b291e0d6938b,vast,,30b25882-27ec-41c8-ba46-6d43076563f4,2019-08-03 21:00:00 UTC,2019-08-22 20:59:59 UTC,2019-08-07 08:09:09.335 UTC,,011d0170-5a80-43ae-897a-d8e4c0c479a0,USD,,,,
26852,2019-08-16,2019-08-16 10:54:34.331 UTC,3409_1565952854596054-171_1,click,stickyads,site,ohmymag.com,,FRA,False,,5,,Android,,,unknown,unknown,False,0.0,0.0,,,,,4.356421277589896e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,2f8925a5-3071-4439-a75a-b4ec513973f8,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.648 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
26853,2019-08-16,2019-08-16 10:54:26.994 UTC,3409_1565952854596054-171_1,click,stickyads,site,ohmymag.com,,FRA,False,,5,,Android,,,unknown,unknown,False,0.0,0.0,,,,,4.356421277589896e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,2f8925a5-3071-4439-a75a-b4ec513973f8,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.648 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
26858,2019-08-16,2019-08-16 10:54:34.222 UTC,3409_1565952854596054-171_1,click,stickyads,site,ohmymag.com,,FRA,False,,5,,Android,,,unknown,unknown,False,0.0,0.0,,,,,4.356421277589896e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,2f8925a5-3071-4439-a75a-b4ec513973f8,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.648 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
27272,2019-08-16,2019-08-16 11:52:20.623 UTC,3409_1565956333462010-96_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,-4.860325351020211e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,2f8925a5-3071-4439-a75a-b4ec513973f8,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.648 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
27658,2019-08-16,2019-08-16 12:45:55.198 UTC,3409_1565959530354088-153_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,1.6529168501577953e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,2f8925a5-3071-4439-a75a-b4ec513973f8,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.648 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
27846,2019-08-16,2019-08-16 13:10:51.617 UTC,3409_1565961014594060-126_1,click,stickyads,site,echo.msk.ru,,ESP,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,1.183614934104746e+18,,,,,,d34351bd-1943-43b8-b6e8-b291e0d6938b,vast,,50a37edc-59a7-411b-9d80-f48c80438815,2019-08-03 21:00:00 UTC,2019-08-22 20:59:59 UTC,2019-08-07 08:09:09.412 UTC,,011d0170-5a80-43ae-897a-d8e4c0c479a0,USD,,,,
28033,2019-08-16,2019-08-16 13:29:57.679 UTC,3409_1565962181633086-21_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,-8.077864409748497e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,2f8925a5-3071-4439-a75a-b4ec513973f8,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.648 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
28036,2019-08-16,2019-08-16 13:30:01.261 UTC,3409_1565962181633086-21_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,-8.077864409748497e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,2f8925a5-3071-4439-a75a-b4ec513973f8,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.648 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
28046,2019-08-16,2019-08-16 13:30:01.208 UTC,3409_1565962181633086-21_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,-8.077864409748497e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,2f8925a5-3071-4439-a75a-b4ec513973f8,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.648 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
28051,2019-08-16,2019-08-16 13:35:21.963 UTC,3409_1565962478477066-19_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,-6.830798622866603e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,2f8925a5-3071-4439-a75a-b4ec513973f8,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.648 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
28052,2019-08-16,2019-08-16 13:35:17.629 UTC,3409_1565962478477066-19_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,-6.830798622866603e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,2f8925a5-3071-4439-a75a-b4ec513973f8,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.648 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
28457,2019-08-16,2019-08-16 14:39:58.313 UTC,3409_1565966386414067-175_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,3.3881292107404616e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,24e91e93-27f6-4b64-ae20-49fd5c9482ef,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.684 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
28462,2019-08-16,2019-08-16 14:39:59.371 UTC,3409_1565966386414067-175_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,3.3881292107404616e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,24e91e93-27f6-4b64-ae20-49fd5c9482ef,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.684 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
28466,2019-08-16,2019-08-16 14:39:59.333 UTC,3409_1565966386414067-175_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,3.3881292107404616e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,24e91e93-27f6-4b64-ae20-49fd5c9482ef,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.684 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
28492,2019-08-16,2019-08-16 14:41:39.843 UTC,3409_1565966480378095-171_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,9.151516461739976e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,24e91e93-27f6-4b64-ae20-49fd5c9482ef,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.684 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
29240,2019-08-16,2019-08-16 16:49:45.076 UTC,3409_1565974178563032-100_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,5.464196711355996e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,2f8925a5-3071-4439-a75a-b4ec513973f8,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.648 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
29875,2019-08-16,2019-08-16 18:06:47.378 UTC,3409_1565978803550085-136_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,-7.458708795423403e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,24e91e93-27f6-4b64-ae20-49fd5c9482ef,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.684 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
30710,2019-08-16,2019-08-16 21:34:38.492 UTC,3409_1565991257689082-107_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,4.828109435008025e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,24e91e93-27f6-4b64-ae20-49fd5c9482ef,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.684 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
30711,2019-08-16,2019-08-16 21:34:35.541 UTC,3409_1565991257689082-107_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,4.828109435008025e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,24e91e93-27f6-4b64-ae20-49fd5c9482ef,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.684 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
30714,2019-08-16,2019-08-16 21:34:38.62 UTC,3409_1565991257689082-107_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,4.828109435008025e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,24e91e93-27f6-4b64-ae20-49fd5c9482ef,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.684 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
30966,2019-08-17,2019-08-17 00:47:13.065 UTC,3409_1566002814585002-46_1,click,stickyads,site,vjmedia.com.hk,,HKG,False,,4,,iOS,,,unknown,unknown,False,0.0,0.0,,,,,6.407772378612271e+18,,,,,,d34351bd-1943-43b8-b6e8-b291e0d6938b,vast,,c8fd5fdc-c206-458e-abab-e081c6140519,2019-08-03 21:00:00 UTC,2019-08-31 20:59:59 UTC,2019-08-07 08:08:13.834 UTC,,011d0170-5a80-43ae-897a-d8e4c0c479a0,USD,,,,
31703,2019-08-17,2019-08-17 05:35:01.855 UTC,3409_1566020083964096-81_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,-2.7588330646436244e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,2f8925a5-3071-4439-a75a-b4ec513973f8,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.648 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
31867,2019-08-17,2019-08-17 05:55:16.282 UTC,3409_1566021305560048-5_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,-1.5688352182954465e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,2f8925a5-3071-4439-a75a-b4ec513973f8,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.648 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
32621,2019-08-17,2019-08-17 07:36:39.807 UTC,3409_1566027390760039-5_1,click,stickyads,site,eluniverso.com,,ESP,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,-2.5391136828525425e+18,,,,,,d34351bd-1943-43b8-b6e8-b291e0d6938b,vast,,63e259db-3bfc-4b56-94df-e3efd521e698,2019-08-03 21:00:00 UTC,2019-08-31 20:59:59 UTC,2019-08-07 08:08:13.834 UTC,,011d0170-5a80-43ae-897a-d8e4c0c479a0,USD,,,,
32646,2019-08-17,2019-08-17 07:37:45.446 UTC,3409_1566027453711008-32_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,-3.0483996890713293e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,24e91e93-27f6-4b64-ae20-49fd5c9482ef,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.684 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
32795,2019-08-17,2019-08-17 07:59:54.474 UTC,3409_1566028782403023-161_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,-6.26244621020553e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,2f8925a5-3071-4439-a75a-b4ec513973f8,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.648 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
32798,2019-08-17,2019-08-17 07:59:58.402 UTC,3409_1566028782403023-161_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,-6.26244621020553e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,2f8925a5-3071-4439-a75a-b4ec513973f8,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.648 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
32801,2019-08-17,2019-08-17 07:59:58.194 UTC,3409_1566028782403023-161_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,-6.26244621020553e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,2f8925a5-3071-4439-a75a-b4ec513973f8,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.648 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
32813,2019-08-17,2019-08-17 08:00:39.681 UTC,3409_1566028829129064-172_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,2.5110721867216707e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,24e91e93-27f6-4b64-ae20-49fd5c9482ef,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.684 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
32817,2019-08-17,2019-08-17 08:00:41.567 UTC,3409_1566028829129064-172_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,2.5110721867216707e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,24e91e93-27f6-4b64-ae20-49fd5c9482ef,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.684 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
32832,2019-08-17,2019-08-17 08:00:41.649 UTC,3409_1566028829129064-172_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,2.5110721867216707e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,24e91e93-27f6-4b64-ae20-49fd5c9482ef,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.684 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
36623,2019-08-18,2019-08-18 04:11:59.499 UTC,3409_1566101515062081-89_1,click,stickyads,site,psicologiaymente.com,,ESP,False,,4,,iOS,,,unknown,unknown,False,0.0,0.0,,,,,3.618387159660205e+18,,,,,,d34351bd-1943-43b8-b6e8-b291e0d6938b,vast,,30b25882-27ec-41c8-ba46-6d43076563f4,2019-08-03 21:00:00 UTC,2019-08-22 20:59:59 UTC,2019-08-07 08:09:09.335 UTC,,011d0170-5a80-43ae-897a-d8e4c0c479a0,USD,,,,
37394,2019-08-18,2019-08-18 07:39:34.964 UTC,3409_1566113960232079-100_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,5.12662101279046e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,24e91e93-27f6-4b64-ae20-49fd5c9482ef,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.684 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
38943,2019-08-18,2019-08-18 13:00:11.884 UTC,3409_1566133204930098-176_4,click,stickyads,site,nrj-play.fr,,FRA,False,,2,,mac,,,unknown,unknown,False,0.0,0.0,,,,,-5.265400713906357e+18,,,,,,4b10355d-a51e-43e3-8ad1-1555a7b74cd5,vast,,120507c5-862e-4a13-a390-7045a8f6b5f4,2019-06-23 22:00:00 UTC,2019-09-01 21:59:59 UTC,2019-08-30 09:52:57.353 UTC,,4caf53ca-2608-4351-a213-b7fbf442978e,USD,,,,
39880,2019-08-18,2019-08-18 16:07:13.165 UTC,3409_1566144424675087-11_1,click,stickyads,site,photo.capital.fr,,FRA,False,,2,,WindowsMobile,,,unknown,unknown,False,0.0,0.0,,,,,-7.779733735424931e+18,,,,,,4b10355d-a51e-43e3-8ad1-1555a7b74cd5,vast,,120507c5-862e-4a13-a390-7045a8f6b5f4,2019-06-23 22:00:00 UTC,2019-09-01 21:59:59 UTC,2019-08-30 09:52:57.353 UTC,,4caf53ca-2608-4351-a213-b7fbf442978e,USD,,,,
39928,2019-08-18,2019-08-18 16:19:36.921 UTC,3409_1566145157246092-149_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,2.0638652206235005e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,2f8925a5-3071-4439-a75a-b4ec513973f8,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.648 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
40589,2019-08-18,2019-08-18 20:12:23.086 UTC,3409_1566159127137078-171_1,click,stickyads,site,ohmymag.com,,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,6.796953947301216e+18,,,,,,79bdd1f0-c5e3-4268-b831-2538507946bc,vast,,2f8925a5-3071-4439-a75a-b4ec513973f8,2019-07-18 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 09:24:05.648 UTC,,d0884e3e-75b0-4f9a-b87f-d2a3f95336af,USD,,,,
40658,2019-08-18,2019-08-18 20:39:58.205 UTC,3409_1566160687224071-178_4,click,stickyads,site,nrj-play.fr,,FRA,False,,2,,WindowsMobile,,,unknown,unknown,False,0.0,0.0,,,,,-4.3047120738006825e+18,,,,,,4b10355d-a51e-43e3-8ad1-1555a7b74cd5,vast,,120507c5-862e-4a13-a390-7045a8f6b5f4,2019-06-23 22:00:00 UTC,2019-09-01 21:59:59 UTC,2019-08-30 09:52:57.353 UTC,,4caf53ca-2608-4351-a213-b7fbf442978e,USD,,,,
