,date,timestamp,event_auction_id,event_type,event_exchange,event_app_or_site,event_app_site_name,event_city,event_country,event_has_gps,event_creative_size,event_device_type,event_device_language,event_os,event_os_version,event_connection_type,event_device_model,event_device_make,event_has_ifa,win_price,win_price_loc,event_ias_cpm,longitude,latitude,event_hash_ifa,event_hash_ip,event_media_type,event_bidder_name,event_site_or_app_categories,event_zip_code,event_imp_multiplier,advertiser_id,creative_type,creative_size,line_id,schedule_start,schedule_end,line_updated_at,mediaplan_daily_budget,mediaplan_id,mediaplan_currency,deal_cpm,event_hash_geo_name,hash_deal_identifier,event_hash_branding_to_store
690480,2019-08-17,2019-08-17 06:44:38.002 UTC,454403243377912015,click,smartadserver,site,SM_InDisplay_General,FR PAR,FRA,False,,4,,Android,,,mi 9 se,xiaomi,False,0.0,0.0,,,,,-8.079555916477827e+17,,,,,,c25a270a-849d-4b5a-9fe1-ec4067920ddb,gpstore,320*480,63b11839-fea8-4022-ab47-338026cac916,2019-07-10 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-07-19 07:15:31.739 UTC,,d5477cdd-430c-4010-9053-aa6750457f66,EUR,,5371df81efc1e9e93c8e467ed98d5d4319a6d9f80b7690867e4fde386f8f885e,,
690482,2019-08-17,2019-08-17 07:49:43.937 UTC,454403243627588923,click,smartadserver,app,Vinted,,BEL,False,,4,,iOS,,,Iphone,Apple,False,0.0,0.0,,,,-2.3451737791966086e+17,-1.23117168555248e+18,,,,,,e4093356-f2d4-48c3-adf9-8db26d8adf68,gpstore,300*250,edcaa44e-b33f-4850-8b46-7bf584883d87,2019-07-12 00:00:00 UTC,2019-08-31 23:59:59 UTC,2019-08-29 09:25:12.018 UTC,,595d8c3f-4046-4025-a739-5e99eef10874,USD,,76b163b1c87e3ee9f93d17d37f70015114f150b787ea45c853956281707003e0,,
690506,2019-08-17,2019-08-17 20:41:37.551 UTC,454403244769321407,click,smartadserver,app,S'more,,USA,False,,4,,Android,,,Lg V30,t-mobile,False,0.0,0.0,,,,-6.820434249082495e+18,-7.424840528343237e+18,,,,,,06557381-54fc-4e62-9093-5cbd18928abf,javascript,320*480,eedc3dd4-38fc-4bcf-8057-bfa23306b148,2019-07-01 05:00:00 UTC,2019-08-31 04:59:59 UTC,2019-07-22 09:07:16.824 UTC,,208a674a-1b1f-4db4-8d99-cbbe331a53c6,USD,,828f43f645e5127f8b6ad24319c0865f8bcc4356a37d23cb5243bc001c758741,,
690537,2019-08-17,2019-08-17 19:16:37.82 UTC,454403246331280047,click,smartadserver,app,TVSMILES,,DEU,False,,4,,Android,,,Samsung Galaxy S8,Samsung,False,0.0,0.0,,,,-6.265026119449968e+18,-3.8838349225401825e+18,,,,,,ac0312a6-8a35-4b84-8f21-858c5957105a,mraid1,320*480,a6e944db-2b87-4c7d-b22e-17db0baad6c9,2019-07-31 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-12 11:42:48.023 UTC,,286374c3-37b0-42b7-aa75-9cfbf327ca69,EUR,,7b7c351faa9f7840680e075fc8310ba9db4fe3e95758590bb21debcf020561bb,,
690913,2019-08-15,2019-08-15 11:49:46.893 UTC,454684708210025838,click,smartadserver,app,Marmiton,FR PAR,FRA,False,,4,,Android,,,Samsung Galaxy S7,Samsung,False,0.0,0.0,,,,-8.12304362122254e+18,-3.659709491368326e+18,,,,,,605b2d73-7149-4473-ab89-859d74b7a2fe,adspot,320*480,edf80e8f-9f8d-4f32-ba8e-c141786bc278,2019-04-24 22:00:00 UTC,2019-09-01 21:59:59 UTC,2019-06-18 08:10:37.26 UTC,,e5ad2763-ee97-4d4a-8eef-dedc673223e2,EUR,,,,
691061,2019-08-17,2019-08-17 11:06:07.707 UTC,454684719380963308,click,smartadserver,site,FR_journaldesfemmes.fr,FR CPX,FRA,False,,4,,Android,,,Samsung Galaxy S8,Samsung,False,0.0,0.0,,,,,7.874814306143069e+18,,,,,,e6d3383e-187c-47e6-8863-63ff4d6e139b,native,,168607f8-3295-4154-abbf-fc49c5c77e69,2019-07-18 22:00:00 UTC,2019-10-23 21:59:59 UTC,2019-09-30 10:31:02.784 UTC,,4ce93092-eebc-4994-b343-c44c49515ea0,USD,,,,
691105,2019-08-18,2019-08-18 10:20:37.22 UTC,454684724866286603,click,smartadserver,app,Gumtree,GB ISS,GBR,False,,4,,Android,,,Samsung Galaxy S8,Samsung,False,0.0,0.0,,,,-8.864927145164758e+18,6.185598528443124e+18,,,,,,224ae978-82b5-4aae-8533-7559e20085f1,mraid2,300*250,47f453ec-eaea-43c0-b6cc-5085cb49c3ea,2019-08-01 23:00:00 UTC,2019-08-31 22:59:59 UTC,2019-08-09 15:43:49.402 UTC,,cdb4583e-dc91-4dc4-b076-a67f4a60ab9e,USD,,,,
691199,2019-08-20,2019-08-20 02:06:10.814 UTC,454684734246494885,click,smartadserver,site,Matchendirect_WebMobile,FR PAR,FRA,False,,4,,iOS,,,Iphone,Apple,False,0.0,0.0,,,,,-2.524083941489052e+18,,,,,,926e52ca-d02b-437f-ad2d-aa5d5f5cd7d3,html,320*480,29e3ebc2-67bb-45e5-9a88-1c3eb05c7b28,2019-07-30 22:00:00 UTC,2019-09-07 21:59:59 UTC,2019-08-05 13:26:21.175 UTC,,6dbdcbc3-8d15-4947-9a57-53312ca82d9b,EUR,,,,
691501,2019-08-15,2019-08-15 14:14:36.428 UTC,454966183775857305,click,smartadserver,app,FUTBIN,DE ESC,DEU,False,,4,,Android,,,Samsung Galaxy S8,Samsung,False,0.0,0.0,,,,6.198923275607038e+18,8.316955218722467e+18,,,,,,aadda95f-d65f-4686-b4b0-41f47c9e236d,mraid2,320*480,e9de43a0-e13f-40ca-af5c-501f19828819,2019-07-15 04:00:00 UTC,2019-08-25 21:59:59 UTC,2019-07-22 13:25:46.661 UTC,750.0,d38e7d44-e77a-4543-aa91-36f04caadd8f,EUR,,,,
691530,2019-08-16,2019-08-16 08:44:59.528 UTC,454966188141822783,click,smartadserver,site,hb_Internaute,FR PAR,FRA,False,,4,,Android,,,Samsung Galaxy S7,Samsung,False,0.0,0.0,,,,,-3.024531417770086e+18,,,,,,c25a270a-849d-4b5a-9fe1-ec4067920ddb,gpstore,320*480,f1518010-bdf1-430c-bafe-589a7ce4f626,2019-07-10 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-30 10:21:46.854 UTC,,d5477cdd-430c-4010-9053-aa6750457f66,EUR,,5371df81efc1e9e93c8e467ed98d5d4319a6d9f80b7690867e4fde386f8f885e,,
691632,2019-08-18,2019-08-18 05:25:48.356 UTC,454966198683160744,click,smartadserver,app,20minutes.fr,FR GOH,FRA,False,,4,,iOS,,,Iphone,Apple,False,0.0,0.0,,,,-4.069633013888236e+18,1.4875098116877102e+18,,,,,,a893442f-8d12-4287-b38e-c5db3a370c0a,mraid1,320*480,473eeb7f-0c4a-4d51-ae76-9c2597d81eee,2019-08-05 09:00:00 UTC,2019-08-31 21:59:59 UTC,2019-08-30 12:53:26.035 UTC,170.0,3f525013-96e0-4abd-8046-d7a11dd5d310,EUR,,7bb393583d1ef764bfca343c714a5b945ff050dfa7264359dd3af8ea1b1a529b,,
691731,2019-08-19,2019-08-19 19:33:55.201 UTC,454966207680653016,click,smartadserver,app,Leboncoin,FR LIO,FRA,False,,4,,Android,,,Huawei Honor 5C,Huawei,False,0.0,0.0,,,,-5.090863082449712e+18,-8.755727951151204e+18,,,,,,041df55c-73c8-440c-a0a2-5c0c5c05b0ff,banner,320*480,d6b68b1e-8fe5-4f56-8d13-47f1c21990c7,2019-08-18 22:00:00 UTC,2019-09-01 21:59:59 UTC,2019-08-21 15:12:06.306 UTC,,336d76f2-08e2-47fa-a4d9-5aa160327fa2,EUR,,dcbbd873de915f47bf6b175cfcd1848c37b766cb05adea80b0e43f7830f87706,,
691837,2019-08-21,2019-08-21 10:12:03.161 UTC,454966216795825298,click,smartadserver,app,Dragon Mania Legends,FR MRS,FRA,False,,4,,Android,,,Samsung Galaxy S6,Samsung,False,0.0,0.0,,,,1.760450466135048e+18,4.855089289799955e+18,,,,,,a893442f-8d12-4287-b38e-c5db3a370c0a,mraid1,480*320,4423f455-7828-4c3b-8feb-c46037e590ed,2019-07-29 09:20:00 UTC,2019-08-29 21:59:59 UTC,2019-08-12 13:58:29.222 UTC,,e28870c7-4d1a-4db0-89f6-f6d62ee749fc,EUR,,6e0bbb01b16ed8b7180892f7be9fb58928488e6ce2df4581ec2aef41014e3929,,
691899,2019-08-22,2019-08-22 04:38:56.441 UTC,454966221148481108,click,smartadserver,site,Societe.com_Transparent-Desktop,FR RCI,FRA,False,,4,,Android,,,ze620kl (x00qd),Asus,False,0.0,0.0,,,,,6.599325522246232e+18,,,,,,93e6d207-83ca-4353-b336-1c32a5b5cda1,html,320*100,2923eebf-1399-47f3-b13f-591da38b7c72,2019-03-31 22:00:00 UTC,2019-12-31 22:59:59 UTC,2019-04-04 14:27:10.559 UTC,,78eae36b-e9f9-49ab-a3bb-6f308422962d,EUR,,,,
691923,2019-08-22,2019-08-22 10:53:25.597 UTC,454966222564573624,click,smartadserver,site,Tellows,DE BER,DEU,False,,4,,Android,,,Samsung Galaxy Note 8,Samsung,False,0.0,0.0,,,,,6.979435485009255e+18,,,,,,d3e48b0f-577c-447b-ad4e-250f84b05d2b,javascript,320*480,49947a4f-f5ed-4606-b85f-7d47ca4bfe17,2019-08-20 22:00:00 UTC,2019-09-29 21:59:59 UTC,2019-08-21 08:50:00.963 UTC,87.0,f86da6f0-844e-4614-9281-4215b3caa879,USD,,5a5373bff49ae02d55cfb6edac5aa1e43c2cb486e7ce0921d2ea7e06052132ef,,
691938,2019-08-22,2019-08-22 18:25:35.012 UTC,454966224393744969,click,smartadserver,app,Vinted,BE ZER,BEL,False,,4,,iOS,,,Iphone,Apple,False,0.0,0.0,,,,2.2110656054168463e+18,-7.406109714243828e+18,,,,,,75710170-a579-4d9d-b889-0a680a6dcbc5,gpstore,300*250,38ce7dea-12f7-476c-89f1-de038d539c45,2019-08-20 22:00:00 UTC,2019-08-24 21:59:59 UTC,2019-08-23 09:29:13.493 UTC,,d77bfab4-ca61-45ba-8c48-3082bf09466f,USD,,954fbdf5cb246112a7bc2ea763ad5555cb5e2fbe4a272f04182aeb2d5b5438ab,,
692381,2019-08-16,2019-08-16 05:27:49.395 UTC,455247662343511320,click,smartadserver,app,SPORT1,DE BRE,DEU,False,,4,,iOS,,,Iphone,Apple,False,0.0,0.0,,,,4.84900739271606e+18,-6.204449222326944e+18,,,,,,a13c3c41-8900-4a2f-9772-cd2f924f5854,mraid2,300*250,0223b1ab-493b-472e-93f1-144c8595a9dd,2019-06-30 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-06-28 15:24:17.5 UTC,715.0,b00360f7-10b7-4f22-997a-64cf8ad5af73,EUR,,924f92fc0a9ad38f0c16d8c2537e7e19488147290f5afe234baf96c20e08647c,,
692472,2019-08-18,2019-08-18 09:47:50.893 UTC,455247674689074040,click,smartadserver,app,Gumtree,,GBR,False,,4,,iOS,,,Iphone,Apple,False,0.0,0.0,,,,-7.512050906692275e+18,3.16752652468918e+18,,,,,,224ae978-82b5-4aae-8533-7559e20085f1,mraid2,300*250,47f453ec-eaea-43c0-b6cc-5085cb49c3ea,2019-08-01 23:00:00 UTC,2019-08-31 22:59:59 UTC,2019-08-09 15:43:49.402 UTC,,cdb4583e-dc91-4dc4-b076-a67f4a60ab9e,USD,,,,
692905,2019-08-16,2019-08-16 04:35:49.104 UTC,455529137115103207,click,smartadserver,site,elpais,FR CIL,FRA,False,,4,,Android,,,Bq Aquaris U,bq,False,0.0,0.0,,,,,-2.336355100555219e+18,,,,,,c25a270a-849d-4b5a-9fe1-ec4067920ddb,gpstore,300*250,b1147db3-8d30-4ef8-97e6-68691b9f31a8,2019-07-10 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-07-19 07:15:31.698 UTC,,d5477cdd-430c-4010-9053-aa6750457f66,EUR,,5371df81efc1e9e93c8e467ed98d5d4319a6d9f80b7690867e4fde386f8f885e,,
693012,2019-08-18,2019-08-18 08:04:37.229 UTC,455529149260062715,click,smartadserver,app,20minutes.fr,FR AYP,FRA,False,,4,,iOS,,,Iphone,Apple,False,0.0,0.0,,,,3.865693111740978e+18,-7.820836562439398e+18,,,,,,a893442f-8d12-4287-b38e-c5db3a370c0a,mraid1,480*320,4423f455-7828-4c3b-8feb-c46037e590ed,2019-07-29 09:20:00 UTC,2019-08-29 21:59:59 UTC,2019-08-12 13:58:29.222 UTC,,e28870c7-4d1a-4db0-89f6-f6d62ee749fc,EUR,,6e0bbb01b16ed8b7180892f7be9fb58928488e6ce2df4581ec2aef41014e3929,,
693052,2019-08-19,2019-08-19 10:00:55.328 UTC,455529155380695225,click,smartadserver,site,Societe.com_Transparent-Desktop,,FRA,False,,4,,iOS,,,Iphone,Apple,False,0.0,0.0,,,,,-5.756068100838452e+18,,,,,,93e6d207-83ca-4353-b336-1c32a5b5cda1,html,320*100,779cffc0-87a8-4dbb-917a-261893c82547,2019-03-31 22:00:00 UTC,2019-12-31 22:59:59 UTC,2019-07-19 16:13:11.195 UTC,,78eae36b-e9f9-49ab-a3bb-6f308422962d,EUR,,,,
693142,2019-08-20,2019-08-20 16:08:39.139 UTC,455529162487683636,click,smartadserver,app,El Tiempo,US PL9,USA,False,,4,,Android,,,Samsung Galaxy J7 Prime,Samsung,False,0.0,0.0,,,,2.3652057504127483e+18,-6.092837793683269e+18,,,,,,52c17b72-423e-4b7f-8b7f-5368d809b4eb,gpstore,320*480,693c1e09-ac21-4a65-bf62-83bf8b623a10,2019-07-10 05:00:00 UTC,2019-09-01 04:59:59 UTC,2019-07-15 10:40:06.946 UTC,,378f0ed5-369f-419c-b74c-14ad2d7b4481,USD,,85713a4c029ea53b808e9c665fa2666950277ec68672498566d9bdbf4dc50164,,
693390,2019-08-15,2019-08-15 22:05:19.204 UTC,455810610557100117,click,smartadserver,site,WMobile_Leboncoin,FR LCF,FRA,False,,4,,iOS,,,Iphone,Apple,False,0.0,0.0,,,,,-5.491034153440147e+18,,,,,,228b6b1f-27a5-42d8-9281-4128ee525e16,html,320*480,ea6bdeea-1b11-4947-bfb6-f59e484404dc,2019-08-08 22:00:00 UTC,2019-08-19 21:59:59 UTC,2019-08-09 09:42:32.141 UTC,,fce259d4-6a91-4811-ba6e-b7b1d4f71d54,EUR,,,,
693442,2019-08-17,2019-08-17 13:47:08.552 UTC,455810619917770623,click,smartadserver,app,Futbol24,,DEU,False,,4,,Android,,,Huawei Mate 10 Lite,Huawei,False,0.0,0.0,,,,7.000823239684563e+18,8.282467626766149e+18,,,,,,a13c3c41-8900-4a2f-9772-cd2f924f5854,javascript,320*480,25866a55-22c9-4abb-ae23-bb853ee2f1d5,2019-06-30 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-06-28 15:15:30.933 UTC,715.0,b00360f7-10b7-4f22-997a-64cf8ad5af73,EUR,,a80770967e8a643ef0ead8f7b933c425e101086f5142cde02e9fe1ab6c89f7f7,,
694044,2019-08-18,2019-08-18 08:34:11.007 UTC,cae99aee-c4e3-4b4a-b77a-97e9a890a255,click,mopub,app,Badoo Android Production,Essen,DEU,False,,4,,Android,,,Huawei P20,Huawei,False,0.0,0.0,,,,4.658137940488296e+17,3.7619281343030016e+18,,,,,,aadda95f-d65f-4686-b4b0-41f47c9e236d,javascript,320*480,76d4c810-7a48-461e-b609-d1c7b9914f07,2019-07-15 04:00:00 UTC,2019-08-25 21:59:59 UTC,2019-07-22 13:21:37.606 UTC,750.0,d38e7d44-e77a-4543-aa91-36f04caadd8f,EUR,,,,
694796,2019-08-22,2019-08-22 08:23:26.514 UTC,cb09e040-3831-40bb-9b9b-18eaa1f2cfb5,click,mopub,app,LOVOO Android,Leipzig,DEU,False,,4,,Android,,,Samsung Galaxy Xcover 4,Samsung,False,0.0,0.0,,,,-8.832876694784397e+18,-5.294825683351378e+18,,,,,,ac0312a6-8a35-4b84-8f21-858c5957105a,html,320*480,36765be0-dc48-4a39-a1cc-1e46aea7e86f,2019-08-18 22:00:00 UTC,2019-10-07 21:59:59 UTC,2019-08-29 10:24:35.324 UTC,,3154fc0c-a49e-4c29-910c-345164f810d5,EUR,,,,
695205,2019-08-21,2019-08-21 14:31:46.545 UTC,cb1afa6a-e39a-46ad-9de9-10f559643fc7,click,mopub,app,TuneIn Radio,Bristol,GBR,False,,4,,iOS,,,Iphone,Apple,False,0.0,0.0,,,,5.180013759262227e+18,4.616536681492314e+18,,,,,,dc774f82-835a-4ceb-9117-39e09fe388ee,banner,300*250,836b0427-1291-4485-8468-7466b1f74ac6,2019-08-17 23:00:00 UTC,2019-08-23 22:59:59 UTC,2019-08-16 12:54:51.331 UTC,,815dabcc-8d70-462d-b831-9ed27fb44af3,USD,,,,
695540,2019-08-16,2019-08-16 23:54:43.027 UTC,cb2ae034-0156-4e72-971b-c9d9208ac821,click,mopub,app,SportPuzzle,Hemet,USA,False,,4,,Android,,,Lg Stylo 3,LG,False,0.0,0.0,,,,3.1620023144258263e+18,-6.262051335823216e+18,,,,,,52c17b72-423e-4b7f-8b7f-5368d809b4eb,fullscreen,320*480,1871764a-fab1-4384-a199-6aec222c3a34,2019-07-10 05:00:00 UTC,2019-09-09 04:59:59 UTC,2019-08-09 13:36:59.42 UTC,,378f0ed5-369f-419c-b74c-14ad2d7b4481,USD,,ff55bd7b1ae1c33b0f42defb855f630830ad6bd0b94673a50420c4b3a467e154,,
695541,2019-08-16,2019-08-16 23:54:43.085 UTC,cb2ae034-0156-4e72-971b-c9d9208ac821,click,mopub,app,SportPuzzle,Hemet,USA,False,,4,,Android,,,Lg Stylo 3,LG,False,0.0,0.0,,,,3.1620023144258263e+18,-6.262051335823216e+18,,,,,,52c17b72-423e-4b7f-8b7f-5368d809b4eb,fullscreen,320*480,1871764a-fab1-4384-a199-6aec222c3a34,2019-07-10 05:00:00 UTC,2019-09-09 04:59:59 UTC,2019-08-09 13:36:59.42 UTC,,378f0ed5-369f-419c-b74c-14ad2d7b4481,USD,,ff55bd7b1ae1c33b0f42defb855f630830ad6bd0b94673a50420c4b3a467e154,,
696567,2019-08-17,2019-08-17 06:02:50.867 UTC,cb51949b-f401-43cc-a717-7ba470a8e800,click,teads,site,Record - SSP,san luis potosi,MEX,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,,-9.003759372922491e+18,,,,,,5dbdc799-46d0-4f47-82a9-f58dd08ebc94,vast,,baf1cb3f-cf08-4f43-a1c5-d9ac51989e01,2019-08-04 22:00:00 UTC,2019-09-20 21:59:59 UTC,2019-09-05 08:27:30.545 UTC,,ea1c135a-6354-421f-9598-16c39b7e4f13,EUR,9.0,,3b11a526c35d05714acab5cc9704bb3b09d3a6e00a4fd949b56010beadc79a0d,
696695,2019-08-17,2019-08-17 09:42:37.261 UTC,cb56cfbc4486e42fdc7261348450cf71c6ec43f6,click,rubicon,app,Spotify,,FRA,False,,1,,Android,,,Null,unknown,False,0.0,0.0,,,,-2.3246438917680963e+18,7.441655489083753e+18,,,,,,517be95a-59d0-4b16-9205-3be6fa33eb51,audiospot,,b4052781-8a7e-426e-9be9-e000a09e3ba5,2019-08-11 22:00:00 UTC,2019-08-21 21:59:59 UTC,2019-08-21 08:51:06.656 UTC,,2588ff4e-9765-4fda-9175-09a32ad985f5,EUR,4.8,,d90faaeea8a829f5ab1dcb75e6fdc889316e993f334b0c9f364835d25e6ebdaa,
696822,2019-08-16,2019-08-16 15:16:57.353 UTC,cb5d98e2-46b2-420e-aa59-25b86476e9ee,click,mopub,app,Purple Diver Android,Elmshorn,DEU,False,,4,,Android,,,Samsung Galaxy S8,Samsung,False,0.0,0.0,,,,8.163619832813654e+18,3.502264330584281e+17,,,,,,a13c3c41-8900-4a2f-9772-cd2f924f5854,javascript,320*480,5c626ce0-3025-4b87-83b0-a47b158785ae,2019-07-15 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-07-16 09:11:47.979 UTC,715.0,b00360f7-10b7-4f22-997a-64cf8ad5af73,EUR,,f56b40906dbf1460593fbfa4bb45d38d74b15bec1ead6af39a59dc7df76de9bf,,
697041,2019-08-17,2019-08-17 14:53:17.542 UTC,cb67514c-d963-46b6-ac22-5d113686d75d,click,mopub,app,Paint by Numbers: New Coloring Pictures Book Free,Tervuren,BEL,False,,4,,Android,,,Samsung Galaxy J7 Prime,Samsung,False,0.0,0.0,,,,-7.183955653843056e+18,3.854091842032973e+18,,,,,,5653e97f-c7e3-4e6c-834d-4da2090902d9,adspot,320*50,24d3a81f-3a89-49be-87aa-487e3645c224,2019-07-16 22:00:00 UTC,2019-08-18 21:59:59 UTC,2019-07-26 12:43:01.33 UTC,,af8fdb95-b6d0-422d-8be4-3f759fb67389,USD,,,,
697113,2019-08-22,2019-08-22 11:42:16.688 UTC,cb6a611c172b3b425cbe5f010a98b35190180234_15,click,rubicon,site,nouvelobs.com,,FRA,False,,1,,Android,,,Huawei P20 Pro,Huawei,False,0.0,0.0,,,,,3.812632117975111e+18,,,,,,79e8fce0-e8f5-4a2b-9cdc-25c47d26efd1,fullscreen,300*250,85ee5b59-e284-4b87-aeab-5a6395542878,2019-08-20 22:00:00 UTC,2019-08-27 21:59:59 UTC,2019-08-23 09:40:32.954 UTC,,adddc316-c6c4-4a49-86b7-3d18510fd6cf,USD,,,,
698049,2019-08-17,2019-08-17 08:32:45.758 UTC,cb8f49dc-f814-401f-a2b9-9e9be9ae6c2a,click,teads,app,20minutes.fr_SS,vertou,FRA,False,,4,,Android,,,unknown,unknown,False,0.0,0.0,,,,-6.132995927398223e+18,5.481706214598873e+18,,,,,,4b10355d-a51e-43e3-8ad1-1555a7b74cd5,vast,,136b0ee0-1098-452d-87d6-dcc5f25d08c7,2019-06-23 22:00:00 UTC,2019-09-01 21:59:59 UTC,2019-08-14 08:49:06.67 UTC,,4caf53ca-2608-4351-a213-b7fbf442978e,USD,,,,
700932,2019-08-22,2019-08-22 17:33:38.647 UTC,cbca6b1e-8177-47a2-a5f7-9b1a09bc1842,click,smaato,app,Lovoo_Android_Lovoo_Android_320x480_Android_IAB_FULL_SCREEN_320x480_IAB1,Rathenow,DEU,False,,4,,Android,,,Sony Xperia Xa2,Sony,False,0.0,0.0,,,,-7.831653535126563e+18,-1.8848500744625728e+18,,,,,,a13c3c41-8900-4a2f-9772-cd2f924f5854,javascript,320*480,6401f501-4ec5-418b-b30c-0e1508c6e5e8,2019-07-15 22:00:00 UTC,2019-08-31 21:59:59 UTC,2019-07-16 09:13:40.511 UTC,715.0,b00360f7-10b7-4f22-997a-64cf8ad5af73,EUR,,b5abdcf0ff2e19a0102a5138a43155194e3d7926faf29a34fbbacd518a0f7355,,
701612,2019-08-19,2019-08-19 07:38:16.917 UTC,cbec43cd13adbbb71c9b4094260e58dbfb9f9b00_67,click,rubicon,app,My Talking Tom 2,,DEU,False,,4,,Android,,,lya-l29,Huawei,False,0.0,0.0,,,,-1.8014186921839408e+17,3.5277741516049787e+18,,,,,,aadda95f-d65f-4686-b4b0-41f47c9e236d,javascript,320*480,c1827a81-0a3a-49db-95b0-8e47e5675533,2019-08-08 04:00:00 UTC,2019-09-01 21:59:59 UTC,2019-08-08 14:52:59.832 UTC,1400.0,ef9ea8d9-ed97-469b-9ce0-c0ff01e0b7c1,EUR,,,,
701615,2019-08-19,2019-08-19 07:37:48.641 UTC,cbec43cd13adbbb71c9b4094260e58dbfb9f9b00_67,click,rubicon,app,My Talking Tom 2,,DEU,False,,4,,Android,,,lya-l29,Huawei,False,0.0,0.0,,,,-1.8014186921839408e+17,3.5277741516049787e+18,,,,,,aadda95f-d65f-4686-b4b0-41f47c9e236d,javascript,320*480,c1827a81-0a3a-49db-95b0-8e47e5675533,2019-08-08 04:00:00 UTC,2019-09-01 21:59:59 UTC,2019-08-08 14:52:59.832 UTC,1400.0,ef9ea8d9-ed97-469b-9ce0-c0ff01e0b7c1,EUR,,,,
701618,2019-08-19,2019-08-19 07:38:26.929 UTC,cbec43cd13adbbb71c9b4094260e58dbfb9f9b00_67,click,rubicon,app,My Talking Tom 2,,DEU,False,,4,,Android,,,lya-l29,Huawei,False,0.0,0.0,,,,-1.8014186921839408e+17,3.5277741516049787e+18,,,,,,aadda95f-d65f-4686-b4b0-41f47c9e236d,javascript,320*480,c1827a81-0a3a-49db-95b0-8e47e5675533,2019-08-08 04:00:00 UTC,2019-09-01 21:59:59 UTC,2019-08-08 14:52:59.832 UTC,1400.0,ef9ea8d9-ed97-469b-9ce0-c0ff01e0b7c1,EUR,,,,
701620,2019-08-19,2019-08-19 07:38:02.852 UTC,cbec43cd13adbbb71c9b4094260e58dbfb9f9b00_67,click,rubicon,app,My Talking Tom 2,,DEU,False,,4,,Android,,,lya-l29,Huawei,False,0.0,0.0,,,,-1.8014186921839408e+17,3.5277741516049787e+18,,,,,,aadda95f-d65f-4686-b4b0-41f47c9e236d,javascript,320*480,c1827a81-0a3a-49db-95b0-8e47e5675533,2019-08-08 04:00:00 UTC,2019-09-01 21:59:59 UTC,2019-08-08 14:52:59.832 UTC,1400.0,ef9ea8d9-ed97-469b-9ce0-c0ff01e0b7c1,EUR,,,,
701624,2019-08-19,2019-08-19 07:37:57.361 UTC,cbec43cd13adbbb71c9b4094260e58dbfb9f9b00_67,click,rubicon,app,My Talking Tom 2,,DEU,False,,4,,Android,,,lya-l29,Huawei,False,0.0,0.0,,,,-1.8014186921839408e+17,3.5277741516049787e+18,,,,,,aadda95f-d65f-4686-b4b0-41f47c9e236d,javascript,320*480,c1827a81-0a3a-49db-95b0-8e47e5675533,2019-08-08 04:00:00 UTC,2019-09-01 21:59:59 UTC,2019-08-08 14:52:59.832 UTC,1400.0,ef9ea8d9-ed97-469b-9ce0-c0ff01e0b7c1,EUR,,,,
701626,2019-08-19,2019-08-19 07:37:35.43 UTC,cbec43cd13adbbb71c9b4094260e58dbfb9f9b00_67,click,rubicon,app,My Talking Tom 2,,DEU,False,,4,,Android,,,lya-l29,Huawei,False,0.0,0.0,,,,-1.8014186921839408e+17,3.5277741516049787e+18,,,,,,aadda95f-d65f-4686-b4b0-41f47c9e236d,javascript,320*480,c1827a81-0a3a-49db-95b0-8e47e5675533,2019-08-08 04:00:00 UTC,2019-09-01 21:59:59 UTC,2019-08-08 14:52:59.832 UTC,1400.0,ef9ea8d9-ed97-469b-9ce0-c0ff01e0b7c1,EUR,,,,
701627,2019-08-19,2019-08-19 07:37:45.941 UTC,cbec43cd13adbbb71c9b4094260e58dbfb9f9b00_67,click,rubicon,app,My Talking Tom 2,,DEU,False,,4,,Android,,,lya-l29,Huawei,False,0.0,0.0,,,,-1.8014186921839408e+17,3.5277741516049787e+18,,,,,,aadda95f-d65f-4686-b4b0-41f47c9e236d,javascript,320*480,c1827a81-0a3a-49db-95b0-8e47e5675533,2019-08-08 04:00:00 UTC,2019-09-01 21:59:59 UTC,2019-08-08 14:52:59.832 UTC,1400.0,ef9ea8d9-ed97-469b-9ce0-c0ff01e0b7c1,EUR,,,,
701628,2019-08-19,2019-08-19 07:38:07.984 UTC,cbec43cd13adbbb71c9b4094260e58dbfb9f9b00_67,click,rubicon,app,My Talking Tom 2,,DEU,False,,4,,Android,,,lya-l29,Huawei,False,0.0,0.0,,,,-1.8014186921839408e+17,3.5277741516049787e+18,,,,,,aadda95f-d65f-4686-b4b0-41f47c9e236d,javascript,320*480,c1827a81-0a3a-49db-95b0-8e47e5675533,2019-08-08 04:00:00 UTC,2019-09-01 21:59:59 UTC,2019-08-08 14:52:59.832 UTC,1400.0,ef9ea8d9-ed97-469b-9ce0-c0ff01e0b7c1,EUR,,,,
